name,note,Alias,Source,PlateLayout,Ignore,Parent1,Parent2,Group,rQTLgroup,Background,MAT,GenotypeFile,ho-,HYG+,G418+,leu-,lys-,met-,ura-
EW01fc467,,FS467; WExWA_67,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc468,,FS468; WExWA_68,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc469,,FS469; WExWA_69,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc470,,FS470; WExWA_70,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc471,,FS471; WExWA_71,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc472,,FS472; WExWA_72,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc473,,FS473; WExWA_73,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc474,,FS474; WExWA_74,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc475,,FS475; WExWA_75,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc476,,FS476; WExWA_76,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc477,,FS477; WExWA_77,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc478,,FS478; WExWA_78,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc479,,FS479; WExWA_79,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc480,,FS480; WExWA_80,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc481,,FS481; WExWA_81,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc482,,FS482; WExWA_82,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc483,,FS483; WExWA_83,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc484,,FS484; WExWA_84,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc485,,FS485; WExWA_85,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc486,,FS486; WExWA_86,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc487,,FS487; WExWA_87,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc488,,FS488; WExWA_88,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc489,,FS489; WExWA_89,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc490,,FS490; WExWA_90,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc491,,FS491; WExWA_91,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc492,,FS492; WExWA_92,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc493,,FS493; WExWA_93,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc494,,FS494; WExWA_94,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc495,,FS495; WExWA_95,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc496,,FS496; WExWA_96,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc501,,FS501; WAxSA_01,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc502,,FS502; WAxSA_02,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc503,,FS503; WAxSA_03,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc504,,FS504; WAxSA_04,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc505,,FS505; WAxSA_05,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc506,,FS506; WAxSA_06,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc507,,FS507; WAxSA_07,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc508,,FS508; WAxSA_08,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc509,,FS509; WAxSA_09,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc510,,FS510; WAxSA_10,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc511,,FS511; WAxSA_11,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc512,,FS512; WAxSA_12,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc513,,FS513; WAxSA_13,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc514,,FS514; WAxSA_14,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc515,,FS515; WAxSA_15,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc516,,FS516; WAxSA_16,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc517,,FS517; WAxSA_17,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc518,,FS518; WAxSA_18,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc519,,FS519; WAxSA_19,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc520,,FS520; WAxSA_20,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc521,,FS521; WAxSA_21,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc522,,FS522; WAxSA_22,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc523,,FS523; WAxSA_23,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc524,,FS524; WAxSA_24,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc525,,FS525; WAxSA_25,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc526,,FS526; WAxSA_26,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc527,,FS527; WAxSA_27,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc528,,FS528; WAxSA_28,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc529,,FS529; WAxSA_29,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc530,,FS530; WAxSA_30,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc531,,FS531; WAxSA_31,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc532,,FS532; WAxSA_32,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc533,,FS533; WAxSA_33,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc534,,FS534; WAxSA_34,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc535,,FS535; WAxSA_35,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc536,,FS536; WAxSA_36,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc537,,FS537; WAxSA_37,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc538,,FS538; WAxSA_38,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc539,,FS539; WAxSA_39,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc540,,FS540; WAxSA_40,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc541,,FS541; WAxSA_41,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc542,,FS542; WAxSA_42,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc543,,FS543; WAxSA_43,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc544,,FS544; WAxSA_44,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc545,,FS545; WAxSA_45,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc546,,FS546; WAxSA_46,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc547,,FS547; WAxSA_47,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc548,,FS548; WAxSA_48,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc549,,FS549; WAxSA_49,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc550,,FS550; WAxSA_50,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc551,,FS551; WAxSA_51,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc552,,FS552; WAxSA_52,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc553,,FS553; WAxSA_53,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc554,,FS554; WAxSA_54,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc555,,FS555; WAxSA_55,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc556,,FS556; WAxSA_56,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc557,,FS557; WAxSA_57,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc558,,FS558; WAxSA_58,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc559,,FS559; WAxSA_59,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc560,,FS560; WAxSA_60,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc561,,FS561; WAxSA_61,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc562,,FS562; WAxSA_62,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc563,,FS563; WAxSA_63,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc564,,FS564; WAxSA_64,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc565,,FS565; WAxSA_65,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc566,,FS566; WAxSA_66,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc567,,FS567; WAxSA_67,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc568,,FS568; WAxSA_68,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc569,,FS569; WAxSA_69,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc570,,FS570; WAxSA_70,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc571,,FS571; WAxSA_71,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc572,,FS572; WAxSA_72,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc573,,FS573; WAxSA_73,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc574,,FS574; WAxSA_74,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc575,,FS575; WAxSA_75,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc576,,FS576; WAxSA_76,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc577,,FS577; WAxSA_77,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc578,,FS578; WAxSA_78,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc579,,FS579; WAxSA_79,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc580,,FS580; WAxSA_80,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc581,,FS581; WAxSA_81,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc582,,FS582; WAxSA_82,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc583,,FS583; WAxSA_83,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc584,,FS584; WAxSA_84,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc585,,FS585; WAxSA_85,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc586,,FS586; WAxSA_86,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc587,,FS587; WAxSA_87,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc588,,FS588; WAxSA_88,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc589,,FS589; WAxSA_89,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc590,,FS590; WAxSA_90,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc591,,FS591; WAxSA_91,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc592,,FS592; WAxSA_92,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc593,,FS593; WAxSA_93,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc594,,FS594; WAxSA_94,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc595,,FS595; WAxSA_95,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,b,01fc genotypes.csv,1,1,1,1,1,1,1
SW01fc596,,FS596; WAxSA_96,SaxWb,EW+SW01fc 384,FALSE,Sa,Wb,5,SW01fc,SW,a,01fc genotypes.csv,1,1,1,1,1,1,1
AESW12fc301,"Mat a, LYS+ segregant 301; ; Mating test=A",FW301; Mat_a_1; ERS025061; ERR038889; 6178_8#1,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc302,"Mat a, LYS+ segregant 302; ; Mating test=A",FW302; Mat_a_2; ERS024871; ERR038890; 6178_8#2,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc303,"Mat a, LYS+ segregant 303; ; Mating test=A",FW303; Mat_a_3; ERS024872; ERR038891; 6178_8#3,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc304,"Mat a, LYS+ segregant 304; ; Mating test=A",FW304; Mat_a_4; ERS024999; ERR038892; 6178_8#4,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc305,"Mat a, LYS+ segregant 305; ; Mating test=A",FW305; Mat_a_5; ERS024874; ERR038893; 6178_8#5,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc306,"Mat a, LYS+ segregant 306; ; Mating test=A",FW306; Mat_a_6; ERS024875; ERR038894; 6178_8#6,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc307,"Mat a, LYS+ segregant 307; ; Mating test=A",FW307; Mat_a_7; ERS025000; ERR038895; 6178_8#7,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc308,"Mat a, LYS+ segregant 308; ; Mating test=A",FW308; Mat_a_8; ERS024877; ERR038896; 6178_8#8,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc309,"Mat a, LYS+ segregant 309; ; Mating test=A",FW309; Mat_a_9; ERS024878; ERR038897; 6178_8#9,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc310,"Mat a, LYS+ segregant 310; ; Mating test=A",FW310; Mat_a_10; ERS025041; ERR038898; 6178_8#10,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc311,"Mat a, LYS+ segregant 311; ; Mating test=A",FW311; Mat_a_11; ERS024880; ERR038899; 6178_8#11,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc312,"Mat a, LYS+ segregant 312; ; Mating test=A",FW312; Mat_a_12; ERS024881; ERR038900; 6178_8#12,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc313,"Mat a, LYS+ segregant 313; ; Mating test=A",FW313; Mat_a_13; ERS025002; ERR038901; 6178_8#13,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc314,"Mat a, LYS+ segregant 314; ; Mating test=A",FW314; Mat_a_14; ERS024883; ERR038902; 6178_8#14,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,1,,1
AESW12fc315,"Mat a, LYS+ segregant 315; ; Mating test=A",FW315; Mat_a_15; ERS024884; ERR038903; 6178_8#15,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc316,"Mat a, LYS+ segregant 316; ; Mating test=X",FW316; Mat_a_16; ERS025003; ERR038904; 6178_8#16,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc317,"Mat a, LYS+ segregant 317; ; Mating test=X",FW317; Mat_a_17; ERS024886; ERR038905; 6178_8#17,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc318,"Poor genotyping coverage; Mat a, LYS+ segregant 318; chr1 aneuploidy; Mating test=X",FW318; Mat_a_18; ERS024887; ERR038906; 6178_8#18,,AESW12fc 384a,TRUE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc319,"Mat a, LYS+ segregant 319; ; Mating test=X",FW319; Mat_a_19; ERS025042; ERR038907; 6178_8#19,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc320,"Mat a, LYS+ segregant 320; ; Mating test=X",FW320; Mat_a_20; ERS024889; ERR038908; 6178_8#20,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc321,"Mat a, LYS+ segregant 321; ; Mating test=X",FW321; Mat_a_21; ERS024890; ERR038909; 6178_8#21,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc322,"Mat a, LYS+ segregant 322; ; Mating test=X",FW322; Mat_a_22; ERS025005; ERR038910; 6178_8#22,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
AESW12fc323,"Mat a, LYS+ segregant 323; ; Mating test=X",FW323; Mat_a_23; ERS024892; ERR038911; 6178_8#23,,AESW12fc 384a,FALSE,,,a,AESW12fc,AESW,a,AESW12fc genotypes.csv,,,,,0,,1
